class,comments
0,america are you enjoying your corporategovernment xa0you voted for it dont complain when you get more of it with republicans
1,commenter why are you still trolling here you are the loser 
0,you arexa0absolutelyxa0right
0,inhofe theres nothing the epa can do to miners what the mining company havent already done and done far worse they are the ones literally killing the miners for the sake of profit they are the ones you should be investigating and not protecting
0,they are weakxa0 they have tons of ammunition and use none of it
0,fuck this shit and fuck the palins nnthis is the kind of banal bullshit which should have no place on television much the same way local famewhore lara bingle should not be on australian tv
0,you are right but first we must find out who are the real bh who tell the pastor thatxa0 bh are in town how do they know why didnt they arrest those who attended the meeting who order the army to goxa0 who why how
1,you must be a faggot to assume that im on them bitchnigga
0,what a terrible woman she has no idea how childish she sounds not to mention she thinks she is far better looking than she is she looks like a very rough pre op trannie why are these people never infertile not that id wish that on anyone but you have to wonder what future generations will be like if things like this are allowed to breed 
0,och alla barn xer lika och fungerar pxe precis samma sxett och alla saknar grundlxeggande konsekvenstxenkande ehnnom barn ges rxfstrxett bxfr man rimligtvis antaga att merparten inte kommer utnyttja denna precis som hos den vuxna befolkningen
0,for some reason im in the mood to keep showing everyone fanart xd nnthis fangirl cannot contain her love right now ^ ^
1,stupid fucking idiotswhat more can you say these freaks should put signs on their foreheads saying this space for rent
0,lol man you are relentless
0,i was thinking the same thing
0,what the fuck does this sentence mean
0,nogicat posey is a valid excuse aside from his production more importantly he is the catcher if you know your baseball catchers are the one managing your pitching staff
1,i would have paid good money to watch you do that only to watch you get your ass beat down afterwardsnninstead you made some sarcastic comment in your head and went back to drinking your fruity little drink with the umbrella in it right
1,you are the real ssho le and i hope people on here realize that you are a pretender
0,ecolax is stupid n do you wanna be better or have cleaner ballsnthey are nott grippy wat so evernthat noise is just to make you not hear what they do
1,some of you must think our enemies are as gullible as you are xa0nothing interesting here xa0move on
0,hey dont try to make me look like the fool for thinking that way youre here just as much as he is lol
0,lolthey will find a way to lose
1,teresa heckle amp; jive you are sooo uneducated skanky nasty desperate fake a lier and a criminal i never liked you before but now i despise you the more you open your mouth the more you expose yourself for being a terrible mother lousy friend the absolute worst sister everyou dont deserve to have your brother joe his super family jacqueline caroline or cousin kathy in your life they are all much better than you or your dumb family 
0,http tcolbphno http sharesqngko http sharesqplm inherit http sharesqmmk http sharesqmnpx the http tcoyqdpnkvm http sharesqnxh wind http tcobsxx1whh http tcoojwoae 0bama http sharesqveog http tcorhah in http tcohhgnir o1 http tcockmuftr http tcogvxfi0r http paperlif1 they d0 abs0lutely n0thing http bitlymrzlgv http sharesqiai delusi0nalhttp bitlymrzlgv http tcoyhelahaq http sharesqzcvl angry http bitlymrzlgv http tcoickvhem selfish http bitlymrzlgv http sharesqzt0k http sharesqzmxa lying http bitlymrzlgv http sharesqzcvl http sharesqzst stingy http bitlymrzlgv http sharesqiem c0rrupt http bitlymrzlgv http sharesqztz greedy http bitlymrzlgv http sharesqkujt http sharesqzim crooked http bitlymrzlgv http sharesqztz http sharesqcygh c0mmunist http bitlymrzlgv http sharesqztvq http sharesqubh republicans ufeffufeffhttp bitlymrzlgv http sharesqiai http tcottgpf all have committed ufeff p0litical suicideufeff o1 http sharesqkujt the unreelectable bigtimeufeff lazy whiningass crybaby pathetic http tcoyhelahaq loser http tcoyxvuisfr demon j0hnhttp bitlymrzlgv the http tcovlfbeyg pacifier sucka b0ehner http tcosrguvysy damn rite http sharesqdfn lugar is definitely out http sharesqzlij youre next the unm0tivated unreelectableufeff well kn0wn super dastardly weakminded http tcoyhelahaq s0rryass quitter loser http tcoyxvuisfr demon eric http bitlymrzlgv ufeffthe cowardly http sharesqmb http tcovlfbeyg weasel cant0r http tcosrguvysy damn rite http sharesqdfn lugar is definitely out http sharesqzlij youre next http tcorxnmrt the 0ld ufeffhttp tcoxgnfpb dumbass loser http tcoyhelahaq demon its definitelyufeff time retire http tcoyxvuisfr mitch http bitlymrzlgv the bigg http tcovlfbeyg time evil snitch http sharesqi1ly mcc0nnell http tcosrguvysy damn rite http sharesqubh lugar is definitely out http sharesqzlij youre next inherit http googlois the http tcoimmdufcc windufeff you areufeff most definitelyufeff g0ing http sharesqbkpn b0w d0wn http sharesqubh believe http sharesqdfn y0ur 0bstructionism http sharesqkujt d0 abs0lutely n0thing http bitlymrzlgv final days arufeffe most definitely numbered http tcottgpf it is permanently engraved in st0ne http bitlymrzlgv damn rite http tco01kwuw president obama http tcolis1macd a man 0f all the pe0ple in o1 http tcoimmdufcc forward give moe powwa da peeps
0,psh dy shoqet e mia enxhin tba dhe zeshkanen otr qe jane shum dreqe hahaha jeni shum te mira moj dreqe djj te lutem shum kg e ndjej mungesen tende rs nga rrepistia tba
0,you mean like that one francour just hit right
0,yo this shits raw reminds me of the number 1 playaz their song haters goes hardu0 now thatu01s a crew i can fuck with check out their song and fuck the hatersu0haters http wwwyoutubecomwatchvxcpoxny1s
0,hello mrs whiteto the other teacher we really want to come back to howick historical village we have injoyed being with you as you know this is one of a sir douglas bader student i really miss how mrs white took us to the school classs and teached us some skills and how we are not allowed to right with our left hand only right well if you get this message please comment back n  well my name is potoae and please comment bacl n   love you howick historical village
0,i see celtics fans are having a hate the heat orgy here but watch you guys disappear at the end of the game
0,and with the heat index it is even hotter
1,youre an idiot
0,maybe the mps should take a pay cut to show the way
0,flute as fuck 
0,why would anyone listen or seriously consider any comment from juan williams im a little confused as to why he is a fox news contributor since he holds such extreme liberal views do you think msnbc has any real conservative on their network joe scarbourghxcxa0doesnt count as while he always says he is a conservative he is the biggest republican and conservative basher on thier network he makes al fraken sharpton chris i getxcxa0a thrill up my legxcxa0everytime obama speaks matthews ed i couldnt find my ass with either hand schultzxcxa0rachel aka pauly from the wonder years tv show maddow and lawrence yes im an admitted socalist odonnelllook moderate xcxa0
0,she shit rivets in the tub
1,well said that youre all mouth and no facts has no bearing keep repeating it though eventually youll convince other idiots that you know something
0,then why are republicans the party with not one but two gay auxilliarries goproud and the log cabin rerpublicans
0,jesus im so fucking sorry the whole fucking world is teeming with perpetual drunk drivers and you get caught moving to a parking lot so messed up
0,ok whitey have a good night
0,bench him then his bat cools and hell hit around 00 once he gets some playing time
0,if you want to make your online marketing video viral you must be updated with the latest technological advancements and make use of that on your next video for example if the camera youu01re using is a little bit outdated and produces low quality videos then it must be time to purchase a new one or if your editing software has limited capabilities get another one that offers more capabilities that will improve the quality and life of your video
0,just to educate you my brother you and kim may be the bigots if hes liking your post because hes asian too
0,the state is not dictating how catholic prey it is not establishing a religion nor is it preventing catholics fromxcxa0 practicing their religion with or without contraception what it is doing is making contraceptives available on health insurance policies that catholic owned businesses provide because it is available you dont have to use it however those employed who wish to can do so
0,first i am not mrnsecondi saw that before  like so many times so far 
0,even without the pool of water
1,and your word sure the fuck does not a mandate makenn0 of your genes are shared with a fucking bananaxa0 get over yourself
1,i would sooner cut my own throat than hand that piece of crap the knife to do me slowly if u no way hell no romney yall go to hell you sons of sick bitches that follow him
0,you never commented on the running
0,is the five shot on location in an old folks home xcxa0i think they were pretty bang opinionwise but geez nnncoming up next on the five teenagers on skateboards scary or silly xcxa0but before that well remember the good old days by talking about how television in the 0s was more wholesome than it is today
0,it sure isxa0 im a coal fire man
0,this wholexcxa0 david brockmedia matters things now explains why so many of his trolls are homosexual activistsxcxa0xcxa0 when you read the bloggers it at first seems like there are a lot of homosexual activists blogging but it really is just one big david brock xex0xcborgxex0xdxcxa0xcxa0xcxa0xcxa0xcxa0 usually the david brock borg homosexual bloggers all say the same thingsxcxa0xcxa0xcxa0 they all slander fox newsxcxa0 they all slander christiansxcxa0 they all attack in unison whatever republican candidate is at the top during any particular weekndavid brock xcxa0wrote of his experience at berkely nxex0xcat berkeley i had no cause to associate conservatism with prejudice against gays in the early xex0x0s gay issues werenxex0xt polarizing our campusxex0xasince arriving in berkeley i no longer put aside my deeper desires with some hesitation during my freshman year i went on uneasy dates and had hurried xcxa0s e x u a l encounters with other guys in neighboring dorms by the end of the year i considered myself gay and had surprisingly little trouble accepting that realityxex0xaxex0xd nduring the summer after his freshman year he writes he was attracted to a fellow student referred to in his book as xex0xcandrewxex0xd xex0xca blond blueeyed dreamboat of the brad pitt varietyxex0xaxex0xd while they both worked with calpirg the california public interest group nxcxa0
1,dude if you change you username toxa0specifyxa0against someone then youre a butthurt fag
0,ladyanne where did you get your fact  i really want to know i dont believe it for a second and would like to know where you pulled that number fromnn nnabby johnson author of unplanned tells of her time with planned parenthood and how she would partake in budget meetings they literally doubled their quota for abortions for the upcoming year to double the current year and by quota i do mean that staff was being told to encourage twice as many abortions to meet these numbers that is what planned parenthood is about
1,why is manber such a shit rapper
0,rourke needs to give me a fucking likexa0my biggest problem is licensing xa0i am actually kind of disapointed that the republicans never touched health care when they had the majority xa0i wish they would have taken milton friedmans idea one of the main influences of reaganomics and taken the licensing power away from the american medical association xa0i trust nurses and would have no problem with a nurse treating me rather than going bankrupt seeing a doctor
0,romney steps in it with gay marriage linennvia buzzfeed which missed something of an attack angle from the right in this short romney riff on gay marriage romney says he wanted to stop the gay marriage ruling so it didnt go across the country nntoo bad he wasnt thinking that way when he implemented the model for obamacare at the statelevel as romneycare huh or was hennvideo of romneynnhttp wwwyoutubecomwatchfeatureplayer embeddedvrfpn uwm anndan riehl
1,only black people can generalize based on race when did this happen dumb white boy your words not mine i thnk its clear you dont know what racism means you must be stupid i wouldnt presume to label your race just plain stupid
0,that is funney because the doctors are saying you are not paying them so yah you have a suplus because you have not paid your bills
0,liberals just cannot stand the idea that their main outlet msnbc has ratings somewhere way behind reruns of lassiexcxa0 try as they mayxcxa0 with a mighty huff and puff from media matters they cannot blow away fox no matter what they do
1,youre analysis is exceptionally american and by that i mean its entirely grounded in factchallenged starspangled retardation entirely voluntary in nature
0,you are right 100 logical
0,here is a video of why republicans suckxcxa0 http otpoliticalpostsforumotioncomt1whywesuck
1,hey jack a  once again it has been proven beyond a shadow of a doubt that your messiah is a lying fraudthat so called bc was and is a forgery your messiah is an antiamerican racists fraudand you will all have to face that truth real soon   you are a phukin moron   
0,you are welcome nikky 
0,jonklimasisnot a bronyxa0xa0http imgurcomrfunnyuugkv
0,is it just me or can i not watch anything on this website anymore ive tried several different computers and they all say the same thing thats theres an error on 0
0,shit quality need better rip ug its so hard to find high quality hard trance
1,people like you are the reason the economy is failing
0,im giving up with you now lying and perverting the course of justice are two completely different things which cant be used interchangably it doesnt even matter what you say unless you are under arrest at the time as it is the actual arrest that gives them the power to repeat what you have said in court as in you do not have to say anything but it may harm your defence if you do not mention something you later rely on in court anything you do say may be taken and given in evidence so unless the passengers were arrested for your nonexistant crime and then agreed to give a statement against the driver who was doing them a favour who would then subsequently have to have admitted all wrongdoing in front of a judgennit isnt more likely than i think its probably even less likely than i think
0,that looked like you at first glance 
0,boo  mark zuckenberg; you are a criminal you will face your crimes or face the penalties of you criminal behaviorthinking on facebook
1,leftist white race traitorxa0or shit skinnedxa0degenerate; you are a hard one to callnnmongoloid
0,jenbroflovskixa0xa0yinzerinctxa0still zero fucks
0,bossninteresting the mike smith the failed banking idiotxa0 that was on here spouting his bullshit is all over the telegraph site bad mouthing john key againxa0xa0 he was the so called well traveled in new zealand short term puzzled by its love affair with neolibeerals foolnnanother died in the wool labourite pompous twatxa0xa0 i like the article though
1,i have a that has a inch barrelill bet that would fit better you wanna suck on it you will love the climax it has will damnnear blow your mind 
0,ill make a bold prediction now if dolan continues to beat this war drum itll blow up in his face he is beginning to overreach; perhaps his elevation to cardinal is getting to his headxcxa0nnthe president has compromised and granted broad exemptions to faithbased organizations with respect to providing health insurance products that violate their conscience what more does the clergy want for the president to kiss the ring of the cardinal soon this will become a story of catholic leadership whose moral standing remains questionable following the child molestation scandals waging war against women and the president not a war they can win
0,lets all blow jeff carter now stfu he does nothing
0,my wife was watching the grammy preshow the other night right up until this gutterwhore and her oldwhitepimp walked into the shotnnits amazing how a talentless piece of trash like this can make a living doing what she doesxcxa0 its to be expected from her industry thoughxcxa0 
0,no i have no family i was the product of immaculate conceptionnnmaybe id do exactly what he did but i abide by the rules of civilized society and would accept the consequences of killing another person
1,youre terrible and youve got dislikes looks like youre an idiot just like ign orant 
0,0s indians scariest offensive teams ever
0,i am almost more excited than you 
1,are you retardednntroll harder bitch
0,only fucking with number thats prolly the only pair i can pull off xa0out these
0,you are a kid waiting to go to work at the 11 right that was funny you attemtping to be deep
0,you sure its not lebrons mom
0,you are right 
0,mrl1 whyyy i love that word 
0,i get how this works you work with congress unless it wont do what you want in which case you simply decree your will you are a child if you dont understand whats wrong with this
0,thank you tania really appreciate your comment and you stopping by will definitely get back to a more regular blogging schedule as soon as my exams are over take care  
1,jeezusdo you realize you are making a total fool of yourself you are criticizing someone for not knowing enough about one of the lowest firms of expression
0,not only the team in their own division but also the team in the nation before the lsu game
1,that is also part of the as is part of the old law and fits right in with the word on that has been out there from 01 ad either you are dumb or you dont understand what you read duh  nnplease thry figure it out before making such a stupid reply here is your nd chance to figure out my post
1,well your buckwheat obama would qualify fagg0t
0,deb some of it will fix itself when you start to trust yourself more and dont look to see where the ball went before you hit it
0,can i suck your toes
0,that would be the exparty chairman who set it up at the baptist church kinda like how he went there during ppp to dispose of certain ballots boy you people are really lost any of you go to the convention and reconvention or you all just talking smoke
0,who cares now that we now that the gs is coming out fuck the evo
0,ha ha ha now thats funny thanks for the unwanted promotion timb00 btw have you seen that movie called suckerpunch yeah kinda had a feelin that youd like that one heat in six book it karlovvvv
1,xcxa0youll find that the majority of individuals posting here are of the opinion that republicansplutocrats byandlarge pick and choose which laws hold value its likely only those laws that control someone elses behaviornnin your vernacular go fuck yourself and clean the slime you leave all the way back to fucks news asshole
0,funny and very honest part of me thinks ms bell is very gutsy for sharing that video but the other part tells me that losing ones sht over a petting zoo critter is just a little this side of weird 
0,so when is crawford coming back i drafted yhat bum
0,truth never needs a hearing it just isnnleft wing truth is only the truth
0,bitch youre gonna get hit meow
0,henry cisneros democrat us secretary of housing and urban development from 1 to 1 pleaded guilty to a misdemeanor charge of lying to the fbijames a traficant jr democrat member of house of representatives from ohio expelled from congress after being convicted of corruption charges sentenced today to eight years in prison for accepting bribes and kickbacks john doug hays democrat member of kentucky state senate from 10 to 1 found guilty of mail fraud for submitting false campaign reports stemming from an unsuccessful run for judge he was sentenced to six months in prison to be followed by six months of home confinement and three years of probation  xcxa0xcxa0henry j cianfrani democrat pennsylvania state senate from 1 to 1 convicted on federal charges of racketeering and mail fraud for padding his senate payroll sentenced to five years in federal prison david hall democrat governor of oklahoma from 11 to 1 indicted on extortion and conspiracy charges convicted and sentenced to three years in prisonjohn a celona democrat a former state senator was charged with the three counts of mail fraud federal prosecutors accused him of defrauding the state and collecting hundreds of thousands of dollars from cvs corp and others while serving in the legislature celona has agreed to plead guilty to taking money from the cvs pharmacy chain and other companies that had interest in legislation under the deal celona agreed to cooperate with investigators he faces up to five years in federal prison on each of the three counts and a 0000 fine xcxa0allan turner howe democrat us representative from utah from 1 to 1 arrested for soliciting a policewoman posing as a p rostitutejerry cosentino democrat illinois state treasurer pleaded guilty to bank fraud fined 000 and sentenced to nine months home confinementjoseph waggonner jr democrat us representative from louisiana from 11 to 1 arrested in washington dc for soliciting a policewoman posing as a p rostitute nnlafayette thomas democrat candidate for tennessee state house of representatives in 1 sheriff of davidson county from 1 to 10 indicted in federal court on counts of abusing his power as sheriff pleaded guilty to theft and mail fraud; sentenced to five years in prisonmary rose oakar democrat us representative from ohio from 1 to 1 pleaded guilty to two misdemeanor charges of funneling 1000 through fake donorsdavid giles democrat candidate for us representative from washington in 1 and 10 convicted in june 000 of child r apegary siplin democrat state senator florida found guilty of thirddegree grand theft of 000 or more a felony and using services of employees for his candidacyedward mezvinsky democrat us representative from iowa from 1 to 1 indicted on federal fraud chargesxcxa0lena swanson democrat member of washington state senate in 1 pleaded guilty to charges of soliciting unlawful payments from veterans and former prisoners of warabraham j hirschfeld democrat candidate in democratic primary for us senator from new york in 1 and 1 offered paula jones 1 million to drop her sexual harassment lawsuit against president bill clinton convicted in 000 of trying to hire a hit man to k ill his business partner nnfrank thompson jr democrat us representative from new jersey from 1 to 10 implicated in the abscam sting convicted on bribery and conspiracy charges sentenced to three years in prisonmichael joseph myers democrat us representative from pennsylvania from 1 to 10 xcxa0alcee lamar hastings democrat us representative from florida impeached and removed from office as federal judge in 1 over bribery chargesxex0xamarion barry democrat mayor of washington dc from 1 to 11 and again from 1 to 1 convicted of cocaine possession after being caught on videotape smoking crack cocaine sentenced to six months in prisonxex0xamario biaggi democrat us representative from new york from 1 to 1 indicted on federal charges that he had accepted bribes in return for influence on federal contractsconvicted of obstructing justice and accepting illegal gratuities tried in 1 on federal racketeering charges and convicted on 1 felony countsxex0xalee alexander democrat mayor of syracuse ny from 10 to 1 was indicted over a 1 million kickback scandal pleaded guilty to racketeering and tax evasion charges served six years in prisonxcxa0bill campbell democrat mayor of atlanta indicted and charged with fraud over claims he accepted improper payments from contractors seeking city contracts xex0xafrank ballance democrat congressman north carolina pleaded guilty to one charge of conspiracy to commit mail fraud and money laundering related to mishandling of money by his charitable foundation hazel oleary democrat secretary of energy during the clinton administration oleary took trips all over the world as secretary with as many 0 staff members and at times rented a plane which was used by madonna during her concert tours nndan walker democrat governor of illinois from1 to 1 served less than two years of a sevenyear sentence for receiving improper loans a decade after leaving office gerry eastman studds democrat us representative from massachusetts from 1 to 1 the first openly g ay member of congress censured by the house of representatives for having s exual relations with a teenage house pagehiram monserrate queens city councilman and state senatorelect who has claimed to be an advocate of victims of domestic violence was arrested for breaking a glass over his girlfriends face monserrate 1 a former cop won election to the state senate as a democrat in november 00 james c green democrat north carolina state house of representatives from 11 to 1 charged with accepting a bribe from an undercover fbi agent but was acquitted convicted of tax evasion in 1xcxa0frederick richmond democrat us representative from new york from 1 to 1 arrested in washington dc in 1 for soliciting s ex from a minor and from an undercover police officer pleaded guilty to a misdemeanor also charged with tax evasion marijuana possession and improper payments to a federal employee pleaded guiltyxcxa0raymond lederer democrat us representative from pennsylvania from 1 to 11 implicated in the abscam sting convicted of bribery and sentenced to three years in prison and fined 0000harrison arlington williams jr democrat us senator from new jersey from 1 to 10 implicated in the abscam sting allegedly accepted an 1 interest in a titanium mine convicted of nine counts of bribery conspiracy receiving an unlawful gratuity conflict of interest and interstate travel in aid of racketeering sentenced to three years in prison and fined 0000 ndaniel david rostenkowski democrat us representative from illinois from 1 to 1 indicted on 1 felony charges pleaded guilty to two counts of misuse of public funds and sentenced to seventeen months in federal prisonmelvin jay reynolds democrat us representative from illinois from 1 to 1 convicted on sexual misconduct and obstruction of justice charges and sentenced to five years in prison wayne bryant democrat nj state senator was convicted was found guilty on all 1 counts against him including bribery and pension fraudcharles coles diggs jr democrat us representative from michigan from 1 to 10 convicted on eleven counts of mail fraud and filing false payroll forms sentenced to three years in prisongeorge rogers democrat massachusetts state house of representatives from 1 to 10 m000ember of massachusetts state senate from 1 to 1 convicted of bribery in 1 and sentenced to two years in prisondon siegelman democrat governor alabama indicted in a bidrigging scheme involving a maternitycare program the charges accused siegelman and his former chief of staff of helping tuscaloosa physician phillip bobo rig bids siegelman was accused of moving 0000 from the state education budget to the state fire college in tuscaloosa so bobo could use the money to pay off a competitor for a state contract for maternity care john murtha jr democrat us representative from pennsylvania implicated in the abscam sting in which fbi agents impersonating a rab businessmen offered bribes to political figures; murtha was cited as an unindicted coconspiratorotto kerner democrat governor of illinois from 11 to 1 was jailed after the manager of two horseracing tracks admitted to bribing the then governor; charges were filed after kerner left office he was convicted in 1nbarney frank democrat us representative from massachusetts from 11 to present admitted to having paid stephen l gobie a male p rostitute for s ex and subsequently hiring gobie as his personal assistant gobie used the congressmans washington apartment for p rostitution a move to expel frank from the house of representatives failed and a motion to censure him failed under a democratic majoritydnc the federal election commission imposed 1000 in fines against participants in the 1 democratic party fundraising scandals involving contributions from china korea and other foreign sources the federal election commission said it decided to drop cases against contributors of more than million in illegal dnc contributions because the respondents left the country or the corporations are defunct sandy berger democrat national security advisor during the clinton administration berger fined 0000 for illegally removing highly classified documents and handwritten notes from the national archives during preparations for the sept 11 commission hearingsxcxa0robert torricelli democrat withdrew from the 00 senate race with less than 0 days before the election because of controversy over personal gifts he took from a major campaign donor and questions about campaign donations from 1 james mcgreevey democrat new jersey governor admitted to having a gay affair resigned after allegations of sexual harassment rumors of being blackmailed on top of fundraising investigations and indictmentsjesse jackson democrat democratic candidate for president admitted to having an extramarital affair and fathering a illegitimate childgary condit democrat us democratic congressman from california condit had an affair with an intern condit covered up the affair and lied to police after she went missing no charges were ever filed against condit her remains were discovered in a washington dc parkxcxa0eliot spitzer democrat new york governor resigned from office after being tied to a p rostitution ringsowande ajumoke omokunde democrat the son of newly elected us rep gwen moore was booked on charges of criminal damage to property for allegedly slashing tires on 0 vans and cars rented by the republican party for use in election day voter turnout efforts nnanthony weiner democrat takes pictures of his p enis and t weets it to under age teen and six other women while his wife is carrying his child his p enis ends up on the internet for all of time and resigns from officejohn edwards democrat extramarital affair admitted to in august 00 by john edwards a former united states senator from north carolina and democratic party presidential candidate the affair was initially reported by the national enquirer an american supermarket tabloid newspaper but was given little or no coverage by many sources in the american mainstream media 1 the enquirer cited claims by an anonymous source that edwards had engaged in the affair with rielle hunter a filmmaker hired to work for his presidential campaign and that the relationship had produced a child durin the time when his wife made a announcement that her cancer had returned and was found to be incurable elizabeth died on december 010xcxa0maxine watersxcxa0 democrat as a congressional ethics panel prepares to try maxine waters for steering federal funds to her husbandxex0xs failing bank a newspaper reports that the veteran california lawmaker is embroiled in a separate corruption scandal involving her beloved hubby xex0xaxex0xaxex0xaxex0xaciting federal records the story says that a powerful lobbyist paid watersxex0x banker husband sidney williams 1000 in xex0xcconsulting feesxex0xd as she cosponsored a law aimed at saving a business that was among the lobbyistxex0xs top clients the internal revenue service irs had determined that the real estate finance firm and others like it were xex0xcscamsxex0xd and the congresswomanxex0xs measure would have overturned a federal ban that would have allowed the shady enterprises to keep raking in lucrative profitsfor years the firms acted as a middleman to help sellers finance down payments so that lowincome buyers could qualify for mortgages insured by the federal housing administration fha the lobbyist who paid watersxex0x husband represented the nationxex0xs largest such middleman sacramentbased nehemiah corp which stood to lose hundreds of millions of dollars if the ban wasnxex0xt reversed by friendly lawmakers like waters implemented in 00 the federal ban was never overturned but not for lack of effort on watersxex0x part the tenterm congresswoman sponsored legislation three times to stop the ban or repeal it once it became law she claims she did it because the program allowed hundreds of thousands of lowincome families to become homeowners news of this latest scandal comes as the house ethics committee prepares to try waters for using her influence to steer 1 million in federal bailout funds to a failing bank that subsequently got shut down by the government in which she and her board member husband held shares a few months ago the congresswoman got in trouble again for skirting federal elections rules with a crooked fundraising gimmick that allows her to receive unlimited amounts of donations from certain contributors instead of raising most of her campaign funds from individuals and political action committees waters sells her endorsement to other politicians and political causes for as much as 000 a pop allowing her to rake in hundreds of thousands of dollars in short periods of time neil goldschmidt xex0x democrat xex0x oregon governor admitted to having an illegal sexual relationship with a 1yearold teenager while he was serving as mayor of portlandxcxa0xcxa0william jefferson clinton democrat xcxa0 impeached by the house of representatives over allegations of perjury and obstruction of justice but acquitted by the senate after a s ex a scandal with an internedward moore kennedy democrat u s senator from massachusetts pleaded guilty to leaving the scene of an accident after his car plunged off a bridge on chappaquiddick island killing passenger mary jo kopechnen
0,i liked your comment not because it was sensible but because it was so farny
0,blazeraddict blaine jungwirth afrika bambaataa yeah i got the same gift
0,is it night time where you live
0,why dont schools worry about teaching instead of dumbst for real arent our childrens educations suffering enough with every hippie retard in the world making it worse you freaks and you dainty feelings whining cause your parents whipped your little bad ass when u deserved it are screwing the whole thing up 
0,more than half of living medal of honor recipients have endorsed romney
0,no list is complete without peach city in brigham city now that is a burger joint also how did hometown drivein make the list in laketown but not labeaus labeaus put the r in raspberry shakes
1,get thatdick outta your mouth so you can talk
0,i hope you are not setting the standard by using your real name on gc posts
0,conference champs only we are not trying to pick the pecking order but give every school via their conference a path to play for the national championshipnnthis is so simple to get right why do these clowns keep screwing it upnnwin your conference you play lose you dont
0,corporations are peoplenngoogle corporate citizenshipnnhowever many also take it to mean that corporations should be regarded as citizens within a territory ie that corporations have citizenship of some sort this is usually based on the principle of corporate personhood in that in certain legal jurisdictions such as the united states companies are afforded some of the same legal rights as individuals
1,you didnt read the article and you are a ignorant putz
0,you are lucky to have any privileges at all after saying some of the most vile comments in the history of this blog
1,are you really this stupid
0,pitbulls are not banned in broward county put one inside your bussiness and wait for the stupid maggot to be pleseantly surprised by fido
0,ya and feed him more chocolate
0,cdecb1fcdaeb10 disqus  gunjan diplzzzzzz mujh se naaraz mat ho  you are angry coz i thought to close my ff di maybe people dont like it aur uss larki ne bhi kuch soch samajh kar hi comment kia hoga that my ff is not good  ab plz mujh se gussa mat honnaeceb1fc0bada1fcea0 disqus  sadaf diaap bhi mujh se gussa ho plz aap tou gussa mat ho  actually di meri koi id nahi hai aur na hi mein fb per hunmein tou comment bhi apni behen ki id se karti huni dont have an idaur waise aap ka chat box wala idea bura nahi hai
1,stfu your existence offends me
1,its much better than the left wingnuts who got us into this mess in the first place xa0like you susan 
0,you lack empathy is a fucking great drink 
0,just because owebama came out of the closet doesnt mean you should all blindly follow suit
0,hmmm new ios without new hardware to try on so far iphone announcements have been done at wwdc in the past numerous times already unless new ipod touch pops out of no where to demo it and bring siri to ipad  will see tomorrow how it plays out
0,i agree it is hard which is why i try to stay away from it because there is no way to really know who would be better
0,yep you are officially addicted to polyvoreas am i  p
0,amazing eh talk about gaining experience and considering last year in college he probably only played 0 games pretty incredible
1,hoss xa0xa0jenbroflovskixa0fuck you you old fuck the real john mclainnxa0nthe real one from die hard
0,oneil is the best manager in the world fact love to see jose do what mart does no chance
0,waaaaaaaaaa waaaaaaaaaaaa nnnlisten to those libturds whine xa0xa0 they know they are toast so theyxa0yap and snip likexa0little chihauhaus nn no offense to chihauhaus intended 
0,and we could put up a highstakes russianxcxa0roulettexcxa0game im sure a few people would choose to do that too like young girls choose prostitution people choose to be crack heads the fact that you can blow the rent money on the roll of the dice and leave your children homeless is case in point
0,we need to have a honest goverment and clean up all communists from any party now
0,because kagawa isnt going to sell shirts to their favourite team
0,waiting to hear them say black huhblack  okay  now unhand yourself go and smoke a cigarettebetter isnt ityou relly should invest in hustler or playboy
0,well he wants to ban gay marriage even in states where it is currently legal he wants to ban adoption for gay couples he thinks planned parenthood has a hidden agenda andxcxa0he wantsxcxa0nno abortions even in cases of rape
0,there is a good team on the field idiot people get injured people slump to say gonzi and youk are no better at hitting than the fans is absolutely ridiculous and upsurd do rsn and the red sox a favor and stay at home and shut the fck up you are a prime example of what i am talking about if youre going to criticize then do it realisticly and stop pulling dumb sh t out of your a as for the rabbits foot im not talking about luck here i am talking about a behavoir of the fans that is bleeding into the club house you try and perform while constantly criticized and have to endure stupid comments like you im not saying it is the main problem but it certainly does not help anyone 
1,you really are a complete moron yo must be one of those incompetent welfare leeches who does nothing but put a drain on every hard working person in this country cut the cord do something with your pathetic life
0,reallynsince when has it become cool to defend him
1,nope it is a moron like you who needs to shut up
1,you are simply comically idioticxa0 or youre just a depressing foolxa0 either way youre still just a liar and an internet cowardxa0 cheers 
0,cause you never know when youre gonna need one lol ;o 
0,you are not better than your bedtime
1,you are wrong idiot 
0,something tells me he is a burglar at night
0,president romneyxa0 sounds really good now cheney for vp and were all setxa0 yeah thats the ticketromney cheneyxa0 and thexa0 motto will bexa0 just to piss off the liberals
0,of course iran has been talking us to death for years in their development of nukes xa0 with obama and hillary they have willing allies to prolong it even further xa0 the israelis and believe or not the saudis and jordanians will not wait for obama knowing exactly who he supports xa0 the arabs have as much to lose because occupying them is also on irans time table xa0 simply put the iranians are shiite and the saudis and jordanians are sunni they hate each other deeply xa0 in this case enemy of my enemy is my friend at least for today
0,getting your face ate off
1,dont you get tennis elbow from jacking off as much as you do 
