id,class,comments
2692,0, dvbem if youve ever been in bed with a girl and her boyfriend calls to accuse her of cheating her response will shock you 
2693,0, sandymonajj although one thing i am sure of is women hardly get caught  nnall you have to do is trust her cos youll never know
2694,1,look at the idiots  
2695,1,ori eyin meji ti baje tan
2696,0,nigerians should flog hi am with cane and disown hi am
2697,1,very immature child spoilt brat
2698,1,i am disgusted with this   really  robin hood  
2699,1,rada rada  shameless individual
2700,0,lol i want to be sure that you would see the message before i block you
2701,1,you people are just a bunch of whack idiots with no morality
2702,0,you need cane’
2703,1,everybody has issues so please calm down and take a sit and stop acting like a child
2704,0,see ehn i am not your boyfriend   i am not indebted to you in any way   so calm down  
2705,1,you cant like speed darlington  wtf is wrong with you 
2706,1,mojssa you dont have sense
2707,1,the people that gave hi am microphone are mad  
2708,1, akiinwale very mad
2709,0,trust her not
2710,1, webster diamond reynolds handcuffed fuck    nher daughter please dont scream because i dont want you to get shooted     i canxe2x80xa6
2711,1,looooooooooooooooooool trey and his lawyer are mad
2712,1,what is wrong with you 
2713,1,hoe behavior
2714,0,can you upgrade the ram and change out the battery yourself
2715,0,thank you aguycommenting for your kind response
2716,0,you and your wife never cried when your first child arrived then
2717,0,doug your side lost that race to throw out a patriot i n order to placate hundreds of union thugs   get over it
2718,0,self defense that little girl must pack a mean punch 
2719,0,because they are more civilized than thatmostly
2720,0,very true melvery true loyal to the endlol
2721,1,you truely are a dumb hilly i never said it was great i said all ti ame your just stupid aint you
2722,1,schoolswotnnno its just smug idiot left wing hypocrites that i despise it is just unfortunate that there are so many of you about
2723,0,i do know but you wouldnt listen any way you wont ever get a grasp on the things of god until you seek hi am outits a waste of my ti ame god has hidden some things from the foll who says in their heart there is no god i wont argue with a fool 
2724,0,wenger cos he only ever won a trophy with players he did not buy when he had his own team just the players he brought in they have won an i ampressive zero trophies proof is in the pudding as they saynnas for henry he was once a semidecent player but now his arrogance is only surpassed by his ego hes a has been at best nnplease mind the gap woolwich 
2725,0,i am probably being a cynical minny here but doesnt the guitar start just a split second before she moves her fingersnn 
2726,0,good for you i hope you realize that we here in bc do not miss you you should consider making where ever you are your permament home
2727,0,are you serious
2728,0,in thailand the iranian blew his own legs off but didnt harm any israelis  is this an example of irans military might  in the end the iranians will blow the legs out from under their own country
2729,0,jacc what branch were you in
2730,0,i know u can give the best to liverpool suarez dont worry all of liverpudlian always support you youll never walk alonennand i believe u will be rock in old trafford god bless u 
2731,1,oh god grow up you sad little loser  
2732,0,actually you are going to need more than one
2733,0,you are lucky they did not take your childyou would be still fighting the system to get hi am back   it really is broken it needs to be emptied out and revamped  the sooner the better
2734,0,holder is the lying sob you want congress
2735,0,banks are in general fucked
2736,0,ummmm the heat run sets on offense what are you talking about they suck donkey balls in the halfcourt when they dont
2737,0,nice video it looks like youve used ani amoto for that
2738,1,so its sad you idiot ray is one of the best pure shooters so dumb
2739,0,he shouldnt have sign the contract requiring hi am like others to sing the national anthem in the first place
2740,0,el mejor equipo perdio esta noche hermano
2741,0,one of santorums goals as president would be to annul all previous gay marriage and ban all insurance companies from covering contraception are those the priorities of unemployed americans
2742,0,here it is again for you to not answer nnwhat makes you think our founding fathers wanted america to be a theocracy and if you dont think that they did why do you want to go against their original design for america and make it one
2743,0,thats always an excuse maybe they are not wonderfuls or any other fandom i mean why cant you accept that in every fandom there are these crazy ones we have seen them here and f x earlier articles and yes they were very rude
2744,1,no ike i said earlier sir you are an a s s
2745,0,workin on that apparently we cant trust the jokers in power now congress courts or chief
2746,0,mitt i created 100000 jobsnnmitt i created thousands of jobsnnmitt i created a netplus in jobs
2747,0,you mean like your post you read the column
2748,0,ha i prefer something for hi am in the polar ice cap regionnnbtw welcome back
2749,0,really 1 you are the oldest and your sign is up side down 
2750,0,depends on what you mean by it we cant make assumptions you could have weird fetishes
2751,0,mylastsuckenadedavid look if youre so tired take a nap i really dont care how fagged you are
2752,1,its fucking fake drama queen 
2753,0,we have a problem using federal troops because of the posse comitatus act united states federal law 1 usc   1 a bigger problem is that the obama regi ame doesnt give aratsass about the border
2754,1,who da fuk are you calling adumbas pussy your probully a negro with big ass lips and a big ass nose
2755,0,i am sorry mr ramsey your race card has been declined you are over your li amit
2756,0,spot on  the whole thing hangs on perpetuating human fear of death without that there is no need for any of the superstitions mumbojumbo or christcult bs
2757,0,but you are
2758,0,if its not your thing make her do it
2759,1,stfu you ignorant communist puke
2760,0,kick ass firenze 0fps nnaflack or hijack is that you
2761,0,he aint nothing but a hound dog
2762,1,nnamdi chuwkwu you are  nothing but dick sucker i wish i am boko i will bomb your generation you need to relocate to zoo
2763,1,yes but now you are just a moron 
2764,0,me and my husband found it hard at first when we moved abroad different language different culture it took about a year to start to make friends and after that weve never looked back
2765,0,holy shit i didnt know you could freeze a gif like that and i am agreeing that the lack of ani amation is better
2766,1,that girl kinda look cock eyed but its ok id fuck her till that shit turnt straight
2767,1,stick it up your assfaggot nnyou get another flag 
2768,0,abxxv yeah ive been following along just wanted to make sure you knew
2769,0,raw wtf this dude is so pussy he puts tampons in his mouth once a month pharell is not a real skater hi amself just a poser trying to get paid nigel is pussy nyc knows it bmx knows it i put sean ricany over this lame nigga anyday nigel is scared to move in nyc blackman got hi am shook fuck nigel
2770,0,legendary dork nope our players lost this game durant needs to get a midpost game no excuses its way to hard to get hi am the ball
2771,0,on a gray canvas in white letters you could write you are my sunshine yellow colored you make me happy yellow colored when skies are greyidk
2772,1,zantasyzee lmao do they all hold and press phone like this 
2773,0,mrboqer exactly how my mum presses hers
2774,0,yes   at least she wasnt pointing
2775,0,the appropriate response
2776,0,looooooooooooooooooool they are the same
2777,0,where is your cloth 
2778,0,you would wear jeans last last
2779,0,dayveedade micra  i honestly think you deserve better   
2780,0, mualaibin god bless the federal republic of nigeria 
2781,0,when did you get back
2782,0,ehen   i greet you also
2783,0,theronke happy bihday baby mama   may god bless you abundantly and grant you long life and prosperity
2784,0,is this how the originals would end 
2785,0,everybody is cooking on twitter
2786,0,teemagma grown man with beard trying to ignite another wizkid vs davido battle because of bet award  alainironu 
2787,1,waleog i really think we need to help hi am he needs help
2788,1,abey you need to sta pretending like you have sense
2789,0,the tribal marks  stop being racist
2790,1,she has a job that pays well  stop being an idiot
2791,1, debbswilliams its better to be quiet and appear foolish than to open your mouth and remove all doubt
2792,1,kingmien01 the ronke such a hoe
2793,1,hoe
2794,0,please tell me these are all satire
2795,0,yay you got it in ti ame  
2796,0,mrl1 ikathyv totes
2797,0,good write up but dont you nthink the north caused this on all of us they are the ones whos quick nto rally round their own despite their evil hearts and devices on nmonday two musli ams were sentenced to death by hanging for murdering a fellown moslem what all the almajiris could comment is that mustapha deserves nnot to die meaning the yoruba musli am is not relevant as long as he is nnot hausafulani; those mustapha killed are not relevant since they are nnot hausafulani even if they are musli ams please remind me how many nnorthern leader or elite has raised a voice against the despicable ndivisive corrupt and horrible governments of ibb and abacha who broke nnigerias virginity and destroyed her innocence none i suppose as nlong as they are hausafulani they can do no wrong however that is nnot to say i dont get some of your points when tambuwal and the neasterners plotted against a yoruba speaker ship and trampled on any nidea of change in the senate leadership since its still northeasternern thing gej never gave a hoot geting so soon it was the yorubas n bakare and co who protested and insisted that jonathan be made acting npresident he also forgot the yorubaman obasanjo who took all bulletsn into his vests in other for hi am to emerge president against the npowerdeprived northern gluttons who would easily have devoured hi am nits so convenient to forget but we are waiting waiting and i know nit wont take long before even the easterners begin the nmarginalisation song all over again and then we will retell the nstory
2798,0,so we are saying the same thing  i am just saying the wealthy can pay ntaxes and at a higher marginal rate thats all  it is redistribution nof wealth just as it is redistribution of wealth when you and i pay nfederal taxes in nh and nh gets less back than its residents pay in ntaxeswhereas poor righwing redneck southerners get more back than they npay in because they are less productive than us and less healthy than nusnnyou want a fair tax system try my idea;nna flat 1 income tax on individuals and corporations no deductions loopholes etcnindividuals nget a generous 10k personal exemption per taxpayer and k per dependent thats it nnso fam of both parents work 0k income exempt 0k pay 1 on remaining 0k for a tax bill of 00 or an effective tax rate of nnso fam of both parents work 10k income exempt 0k pay 1 on nremaining 10k for a tax bill of 100 or an effective tax rate of 1nnso fam of dad only works 1m income exempt 0k pay 1 on nremaining 0k for a tax bill of 100 or an effective tax rate of 1nncorporations npay 1 of net operating income they get to exempt only the direct costs of productionnnthe best part is this plan is revenue neutral including fica taxes 
2799,1,your teabilly slutchild is just as ignorant as her mothernyou people are the trailer trash of america
2800,0,you guys have an awesome slate of games this year as far as the whole smack talk thing will go aside from the divisional games you get rematches against the giants lions and saints plus the packerniner game that never happened last year
2801,0,and  cover your wallet
2802,1,while your syntax is fine your spelling is drugaddled
2803,0,pluckyinky hoconnor0 kenmor let them flood the airwaves with their liesask any californian about how frakking annoyed we were hearing meg whitmans lies and i kid you not you could not turn on the tv or radio without hearing her lies jerry brown still smashed that corporate whore and sent her home crying
2804,0,damn vince you shit dont ever go right for you
2805,0,there is a very fine line between disliking someone and going out of your way to actively belittle and harass someone because you dislike them youre allowed to dislike people but if you dislike someone to the point of submitting disgusting confessions about them ie saying you dont doubt theyd snort someones semen thats pretty fucking heinous and makes you no better than the person you dislikennin any event op youre not required to like everyone and i dont think you should feel bad for disliking inravenclaw you should feel bad if you submit the kinds of confessions people have been submitting
2806,1,dick face u would do shit fake ass 
2807,0,i love your new attitude and youre so rightwe need to put ourselves and our health first just like we do with our children so proud of you  
2808,0,the battle cry of the believer is in god we trustngod is not of two minds his marching orders are set out in the bible  yes people are more liberal today than they were 0 years ago  my own personal odyssey from liberal to conservative goes against the tide and i believe things will get worse before they get better  i dont care what atheists think about menlike the secular humanist today i was completely naive about islam until the islamic revolution in iran 1 and reports began to filter down to the general public about the arrests torture and execution of those on the left who supported the regi amenthere is only one spirit of truthnfalse prophets and religions deceive the people ti ameandti ame again but i believe in the jesus christ of the bible not mannacross america there are millions of people who believe in god and will not accept the foolish laws of mannhomosexuality abortion pornography are cri amesnand the biggest cri aminal of all is the socalled president of the usa barack hussein obamanhe is not a natural born citizen vattels law of nations 1 because the supreme court has clearly defined a natural born citizen to be a citizen with two american parents  therefore he is not eligible to be president and the entire political and judicial system can ignore the truth but it does not matter to mengod bless america and pass the ammunitionnas patrick henry said give me liberty or give me death nthe liberal corporate elite that rules america is plain old fascism the whore of satan but the faithful church is the bride of christnwe shall never surrender 
2809,0,you and your sarcasm
2810,0,zuckerberg is jewish you know
2811,1,oscar did the right thing so shut the fuck up that asshole dont have any right to hit hi am like that over a ball i hope oscar went over there and put that ball right up joe jackson  ass
2812,0,house of bribe takersso faruok with all your noise you are not better than hembehouse shamehouse of rogueshouse of robbersobj called you people robbers one idiot called hon galambi was abused obj these reps have no shame like a prostitutewe should discard this report and start the investigation all over by ngosthe only thing these reps do with the probes and oversight function is to further the nest of corruption
2813,0,if britney spears were an unknown shed be the first person booted off this show or any singing show  her voice could kill small ani amals
2814,0,expect the two technicals those are all legit foul calls you guys are just being bias
2815,1,haha fuck you bitch your a fukn cripled cunt fuck you motherfucker stay off this page unless you want to die bitch  
2816,1,double retard for you
2817,0,how do you make a plumber crynnyou kill his family
2818,0,apple productscomputer stuff for people too stooopid to use pc and android
2819,0,the fa need to look closely at the vt its a game ban balotellis nothing but trouble 
2820,0,how could someone named emmit smith be racist
2821,0,yes flag yourself for being offensive
2822,1,if they dont see your ugly face they are lucky turd sucker
2823,0,brayz guys if you re in ibadan you want a private cab to go around has you covered  for prices
2824,0,the originals just made me tear up  
2825,0,waleog i m tired of hi am
2826,1,biodun o hahaha weyrey bois  
2827,0,wale og i really think we need to help hi am  
2828,1,abey you need to start pretending like you have sense even though you dont have any sense  
2829,0,waleog look at our friend  
2830,0,the tribal marks  stop being racist  
2831,1,she has a job that pays well  stop being an idiot  
2832,1,debbs williams it s better to be quiet and appear foolish than to open your mouth and remove all doubt
2833,0,skales wasn t jumping up and down 
2834,0,what if they want something different  
2835,0,nicki minaj is following skales wow 
2836,1,rude individual  
2837,1,ori eleyi ti baje tan  
2838,0,douhaveamandus thread photographer ji ammy nelson has spend years photographing the last tribes left on our planet for his series  
2839,0,what does he need protection from  
2840,1,bam reasoning   at what age  
2841,0,give your life to christ  
2842,0,dont expose my hustle 
2843,0,evelynog girl  the 5k issue he apologized  but his tweets every other day show that issue wasn t isolated behaviour  
2844,1,stupidity i m amazed  no morals 
2845,0,omojuwa the law in lagos says any kidnapper that kills will face the death penalty  it was signed by governor akinwunmiambode    
2846,0,drjoeabah beneath the media glare this is the real nature of evans the kidnapper how evans kidnapped killed my dad 86   
2847,1,hisroyaldopenez are they mad   ghana must go is like passpo  you can t travel without it  knewkeed it is asking you to pray for shi am   love ur naebor mrgbmendes  
2848,0,lmaoooooooooo them go discuss ur matter  
2849,0,toke you people should please always try and help people retweet their business at least it s better than coming online to beg for 
2850,0,dr joe abah this is a very i amportant thread about drug addiction in nigeria paicularly among the youth  please kindly retweet to raise 
2851,0,theonlyebuka hello fam pls help me i really nid all d help i can get nothing is too small pls help me finish dis journey on a gud 
2852,0,datreetachick enigmathick xonecole oho  thank you for being honest  it mostly doesn t go well cos d guy may not be into u but men do 
2853,0,enigmathick datreetachick xonecole i don t think so all my life i have only been asked out by a lady thrice and it didn t work out 
2854,0,datreetachick xonecole enigmathick this doesn t apply to nigerians abi 
2855,0,xonecole studies show that women who make the first move have better dating success  
2856,0,tweetoracle every girl just wanna be genuinely happy  not confused not irritated not slept on not taken advantage of just happy  
2857,1,very i ammature child  
2858,0,i m disgusted with this really  robin hood   
2859,0,oh  so because you are not privileged you should be stealing   
2860,0,you really think people shouldn t have a place to say things because of how rich they were born  
2861,0,hjuz if your brother abroad sends you Money and you use it to pay you will die  facebook won t kill me 
2862,0,moetrendz 9ice speaks out on his song living things insists he is not promoting fraud  you just have to be in that realm to under 
2863,1,rada rada  shameless individual 
2864,0,lol i want to be sure that you would see the message before i block you 
2865,1,you people are just a bunch of wack idiots with no morality 
2866,0,falz is right   
2867,0,mrhardey this tweet is dedicated to those men who has never and wont raise their hand to beat a lady no matter what may god always an 
2868,1,true intellect arent you  tebow isnt unemployed you really are a pathetic idiot
2869,0,what the shillll
2870,0,no stop dont get to happy or thq will find some way to fuck it up 
2871,0,agreed i want joffrey dead pete really humiliated and gone
2872,1,no matter how hard you try your nasty existance is still not normal
2873,1,you sound like rain man
2874,0,you are finally starting to talk like a real guru
2875,0,thank you for your comment sorry to hear about the banking sodalet me know how everything is going keep in mind you can post a picture in your comment on here as well if you would like to do that 
2876,0,so we should have let hi am go i say nail hi am to a two by four and let hi am rot
2877,0,fuck toi ouai arrxeat de rager
2878,1,whaaaa whaaaaaa when you lose intellectually you freaks either blame bush or name call newt went in debt a few mill  but the goddamned comunity organizer sunk us down trillion   you dicks are pitiful
2879,0,just fucking with you i am a patriots fan
2880,1,if it proves anything it proves that you are not an idiot
2881,0,occupy rapists where did you read they were rapists
2882,0,given the propaganda that could choke a seal these days i wonder why this wasnt spun with the toxic sugar story that is sli aming its way through the social psyche instead of ropes we should gives these convicted killers unrestricted free access to the white stuff that is sugar given the propaganda these lost souls will die protracted and painful entirely avoidable deaths seems like good enough punishment if youre a propaganda cow chewing on your propaganda cudnnwhat is actually happening is a series of unannounced and clandestine public polls most of which are probably commissioned in boiler rooms by our leadersthatoughttoactuallybenni am sorry for your loss boisvenu truly sad however when a professional such as hi am cant separate emotion from logic and work from home i question his fitness to do his job irregardless of apologies or cognizance of his mistake he is emotionally compromised and lacks the integrity no fault of his own to carry out the requirements of his position and he should be relieved of his duty and replaced by someone with integrity intactnnto harper and our other leadersasleeponthepot do your jobs as professionals not scoundrels if you want to know how canadians feel ask us dont manipulate us and marginalize us a ti ame is fast approaching where canadians will unite and tell their leaders the quality of life and ethical standards in this country will not fall any lower will not sink to new depths we will collectively draw a line in the sand and we will expect our leadership to listen or we will rewrite their laws to incarcerate themnnlisten to the people; dont manipulate and hurt or your actions will come home to roost
2883,0,you cant recover from being crap
2884,0,unit00 nobama what me worry
2885,0,footlongs next favorite holiday is christmas he dresses up as santa and gets children to sit in his lap alll day long
2886,0,because crackers get soggy when wet
2887,0,took a moment but thanks for your nice welcome message pay backs are always put in motionnhttp sportsfixchicagocomwpcontentuploads01101seahawksjpg
2888,1,do the research ill bet you dont know jacksquat about obies past
2889,1,thats good to know because we will never touch a pig like you where do you get off thinking you people are superior and the most beautiful people in the world  bytchplease  unlike you people we dont go around disrespecting the deceased your littledyck cant even touch the surface only a phatpig like u would spend so much ti ame on an all black website posting racist comments because you are unhappy with self at least we have confidence go get some selfesteem and a dycki amplant 
2890,0,because the us canthats why
2891,0,did liberals attempt to ask boys and men what might be wrong that is causing this behaviornnno of course not liberals look down upon males considering our opinion not worth anything
2892,1,lick it clean turd breath
2893,1,what a smug basket you are
2894,0,i think this title better fits this article bdonald trump doubles down on birther nonsense gets flogged by wolf blitzerbnnwwwmediaite comtvdonaldtrumpdoublesdownonbirthernonsensegetsfloggedbywolfblitzer
2895,0,shooter subban
2896,1,peternyou are quite the idiot  are you really this clueless or are you foolishly letting your liberal bias dictate your writings
2897,0,are you aleging conspiracy against the redsox
2898,0,i like herufeff if you get into her court and be polite and act like you got some common sense then shes okay but if you go into her courtroom acting like a jackass god help you damn 1 with 10 kids
2899,0,do you know any kindergarten or elementary school teachersntheyll tell you people are born gay  i cant believe i am even engaging in this argument
2900,1, whotfislarry you gotta be a dumbass to think she was tryna save that lil boy  lmaooooo
2901,0, dondekojo since he died theyve not had power he wants the police to prosecute mc oluomo and his boys for killing hamburger
2902,1,mehn you are crazy
2903,1,thank god they are not yoruba oloshi
2904,1,you are mad o
2905,0,tijanihabeeb we even celebrate festivals with each other 
2906,0,so it s me you want to disturb  goan meet omahtunde she needs someone to disturb her 
2907,0,it s this anger issue that is always the problem 
2908,0,dariz no need to be upset  
2909,0,must u reply   
2910,1,i just blocked you    can t see your tweet dm 
2911,1,jackdre02 ese kan aye ese kan orun president 
2912,0,brayz my woman is so gorgeous  bruh 
2913,0,leave me mr don t be unfortunate 
2914,0,laugh that will injure you  
2915,0,clucluxclan phemoi hi am  he wants to buy paint for anyone who wants to repaint his/her room 
2916,0,misboxie my sister really got her boo 30 gifts for his 30th bihday  
2917,0,iammrdray i have a sexual picture story for u guys sha by 900pm 
2918,1,some girls would read this thread and up their madness
2919,1,you can see that these people are more than mad 
2920,1,this is the most stupid thing i have seen since olajumoke
2921,1, hoemar so of course i couldnt let her do that  she was crazy and all but i loved my lil lunatic 
2922,1,you believe in hearsay thats why your hair wont grow
2923,0,theyettss in case you are looking for the thief with your earpiece
2924,0,lamboginny bro how far now
2925,0,things we learn everyday on twitter
2926,1, teemagma only one gender has the monopoly of being irritants on social media 
2927,1,i am not sure fat people would understand
2928,0,hypnosis can be broken with the flash of a picture   he took the mans picture so he was back to normal
2929,0,yinzerinct  beeline yeah  definitely not a fan of last year when we had like separate snowstorms with + ft of snown nplus like the other snowstorms we hadn ni love snow except when i have to shovel it and drive in it
2930,0,who cares the bush terror completely failed where obama succeeded
2931,0,how ironic that the fantasy of liberalism would collapse under the watch of your handpicked messiahobama wasnt your savior after all he was trigger man for the end of progressive lunacy forever nncarter damaged liberalism for decades bobo may have given it its final blowone thing for sure we wont ever vote for a leftwing liar with a muzzli am name againever  
2932,0,armando pitches a 1 inning
2933,0, i would expect nothing less of popstars who suddenly feel the need to perform their satanic rituals on stage really nice one by the babylon whore madonna at the super bowl as well complete with eye of horus and baphomet poses or lady gaga doing a blood ritual at the mtv awards that was a classicnstrange ti ames we live in
2934,0,hi kathy  well at least youd have something to show for your money  lol
2935,0,wow sound like you are going to cry in your tissues i just got sick reading your post are you being paid by npr to post
2936,0,you should see it come off automatically in your cart once you go to check out
2937,1,all i see in these comments is niggas bitching more then biggest bitches i know
2938,1,were you born stupid or did you have to work at it
2939,0,to add this silly insult to injury and mask over it by calling for a debate on dignity at work in parliament with the undignified reputation these mps have earned theirselves in recent past is hardly very fittingnnno wonder the country is the way it is with this sexless old bat calling the tune on such trivial matters at ti ames when more pressing issues need addressing
2940,0,misterjohnsonokc yea its over i am trying to be faithful though
2941,0,sorry bm but as long as rogers owns the jays theyre going to run this club on the cheapnthat means nothing but bottom feeder payrolls in the 0 million rangennrogers makes billions but they wont put the money into this team to make it competativennthats just the way rogers operates
2942,0,you are correct one must purchase the mlbnpackage bummer
2943,0,if we glorified rapists and made them sound all heroic would it become a right to be who they are thats how they were born they didnt choose to be that way they just are so they should have the right to rape any man woman child or ani amal 
2944,1,keep telling yourself that you dumb tea maggot  the only true racists left are turds like you and your worthless tea maggot friends
2945,0,aucausin you are very pathetic hiding behind some touchy feely law that wasnt even a law a few years ago cowboy or cowgirl up discipline is not supposed to be fun or comfortable its meant to change a behavior an incorrect behavior i was spanked my sister was spanked my friends were spanked guess what we learned from it and knew right from wrongnnwe also learned that there are serious consequences for wrong doing so show me where there is an attitude of people today that act as if they understand there are consequences for wrong doing you cant everyone nowadays feel as if its someone elses fault or that they are entitled to do what they wantnnyou sound like you are part of the problem and not part of the solution
2946,1,i am the homo but you made a comment about liking a guy pic with his shirt off like you wanted to fuck hi am but i am the homo right ill let the truth speak for itself queer ass fuck boy
2947,1,may you and your children get the same deserved treatment and end up rotting in the ground
2948,1,there you go again telling lies you are a laffs fan     idiot and fooling yourself only bird brain
2949,0,as bad as he may be he is still less dangerous than the crooks in office that have been dismantling our national defense
2950,0,i believe that applies to your ideas ronald
2951,1,you mean like stealing identity such as you are now not hardly troll flagged for fake shitt 
2952,0,he has already done this over 00 ti ames to over 0 people wheelman   each and every ti ame it is both illegal and against the sites terms and conditionsnnthis site does not exist as his toilet bowl
2953,0,first of all the hero engine is still an x engine with huge graphical issuesnnsecond mmos should not have so many large bugs it was ok 10 years ago but in modern games large bugs will kill it fast if a company expects people to continue paying a monthly fee for itnnthird the disclosure laws do not state where you must disclose that information you will never see it in the actual article only in places such as the stock holders information typically released months after the article was published and rarely easily found by the general publicnnd the game is incredibly linear and uses the same mechanics as any other mmo out there but with less graphics less explorability and less fun it is what one would expect from perhaps a single player kotor with multiplayer options not an innovative mmo the same ol same ol is getting old and stalennlastly i am tired of people comparing this game to wow vanilla launch that was 10 years ago you are supposed to learn from past mistakes not repeat them any but when wow was released arguments are si amply asinine pointsnnall in all the game is what one would of expected years ago but not todaynnon a side note of how poorly they coded this game it runs exes for the same application a huge no no for video games because of the horrendous issues it causes it si amply looks like they cut corners and it is biting them on the butt now
2954,0,this will hurt the rs more than help to be sure
2955,0,youre a retard you republicans yell about big government but at the same ti ame want to ban gay marriage that doesnt effect you at all republicans are as big government as it getsnnby the way no one is saying you can marry kids but two consenting adults can 
2956,0,you are under illusions dream on
2957,0,hey i have never in my life ever hit a woman but i can tell you right now my ex wife can not say the same for men lol talk about a nasty mean a s s e d temper lol but she looks so sweet no one would ever suspect it of her so blow it out your po op sh oo t  truemorth loln 
2958,1,it means you are stupider than average unable to punch your way out of a wet paper bag  but at least you have bragging rights to bully others around with your insane liberal concepts
2959,0,i am so so so pumped for you really pumped look at all the excitement in your lifewell aside from the stupid job hunt ive never heard of the corral interview wtf how awkward is that
2960,0,he couldnt see that his shoes were tied because his eyes were tearing
2961,1,and you are a idiot i hope and pray you never responsible to protect any child especially a four year old in this event where one decides to hurt or possibly kill a child he has already signed his own death warrant
2962,1,i am going to break my own policy of not replying to idiots just this once to tell you what a mini amum of reading comprehension should have already told you the multiple user names reference was to ltdgovt who starting creating a bunch of new ones after clai aming to have been banned which never happened as far as i can tell if it had creating new user names wouldnt help as far as whatever your deal is i dont really give a shit you whiny little bitch
2963,0,i can`t figure out what makes me want to puke moreits either obozo when he gives his same old rerun lying speechesor its all the brainwashed i diots smiling an clapping behind hi amph ugk it it`s both of them
2964,0,you are talking apples and oranges
2965,0,really thats all you have fail troll is fail lol come back when have something better
2966,0,we daciddragon nonstopdrivel n nnwe dont need no fucking basketball 
2967,0,you are awsome cena
2968,0,thought there was another race for a minute there
2969,0,man er vist en pc elitist for xe peke ut dette dog det er bare rene fakta
2970,0,pirate00 liked your comment
2971,0,if you have an adopted mother must you also have an adopted daddy  maybe you just pick the most prestigeous step mom your dad collectsnwho says the rich are different
2972,0,strongassuming something only makes an ass out of u me  watch complete video nnpeople who annoy you nnhttp wwwyoutubecomwatchvtvulaohwoufeaturerelatedstrong
2973,1,hatethehype you are an idiot neil was joking
2974,0,thejeanrosenn nn i amprisoning black men disproportionately obama does itnn nnare you seriuosnn nnthats a terribly ignorant statement
2975,0,this munro fellow seems to be an amateur working for an amateur website founded by that privileged and pampered amateur fucker carlson
2976,0,up to a jury dont you thinknnwould have been nice to see the horse groomer have the same privilege of a court system
2977,0,theprofhypo and thats the truth 
2978,1,dont worry bitch i no more read this shit now just shut the fuck up
2979,0,see reply to above derp and substitute your derpy reply
2980,1,you dont seem to get what i am trying to say so good day i am sick of you arguing with anything that you disagree with i am not going to be pulled into your stupid arguments
2981,1,dont worry how i sound u bitch made faggot ass nigga
2982,0,i dont know how to break this to you but you are in for a period of disappointment
2983,0,when you get a officer needs help call you put your donuts down and you help; you dont wait to finish like a normal 11 call
2984,0,they do that even on channels with old tv shows s01ep 10 for example
2985,0,los angeles kings nnew jersey devils  0nn goals on the minute powerplay  the dumb shit that took the charge may have just caused the devils the cup
2986,0,one of my big is who does berry think he is to sign a bill like ndaa that says he can pick me up anyti ame if i have done anything or not  and detain me forever
2987,0,bet ti am cook just shit his pants
2988,0,holder would be lynched if he tried such a stunt why dont you see if you can get back to 00 that was when president bush left office we now have the losers holder and obama who are clueless
2989,1,i bet it took awhile for this guy to extract his foot from his mouth
2990,0,i dont want to lease hamels for one seasonnbsp; no way angelos pays for hi am next yearnbsp; and we will already have lefties in the rotation come midjunebr
2991,0,well then stop having a go at me one of the few people here defending nhs doctorsdentists
2992,1,what a dumbgeister it is f for failure all your distorted life if lies
2993,0, freedom aint free suck it up quit whining and make the effort to get the free idnnif people will just not go through it then they dont want to vote badly enough were talking mini amal standards herekinda borderline pathetic 
2994,0,wow my second bias dancing a cover to my ulti amate bias song iu ur too amazing  and haters its nothing serious she was just having fun
2995,0,yes or nothe age old question
2996,0,one need look no further than durdens profile
2997,0,if you had the choice to nna shoot fireworks with mario balotelli and his brother enoch inside his flat or;nb get a tug from chelsea physionnwhat would it be and why
2998,1,white men like to rape little boys
2999,0,svs needs to learn about contactalb callingnsands not ready for pri ame ti amepackage bait this summerndejesus also not ready for pri ame ti amebut will be a keeper neh looks like a seasoned vet alreadynkennedy cannot buy the next ticket out of lax fast enoughnloney notorious september burnerhas carry abilitya keeperndee legit  just need to invest the ti amengwynnno fear gotta find a way to keep hi am in when kemp comes back
3000,0,lol looks like he got up in the night and tried to give the ironing board one and it hit hi am striaght in the mouth judging by those gnashers 
3001,0,hahah it says donate over 0 ti ames
3002,0,and as usual youre blaming the wrong person i am just a voter and have nothing with the decisions that any politician makes regardless of party affiliation
3003,1,say it isnt so  nbc caught editing tapes again they has been editing stories for years to fit their fleabagger viewpoint for years now  it is just that no one ever called them on it you all have to remember that msnbc nbc all the rest of the fleabagger libtard networks are nothing but a bunch of focking hacks i just cant wait until these fleabaggers are off the air permanently there are 11 fleabagger networks compared to the one conservative network which is fox  fox network has been beating all the fleabagger networks in the nielsen ratings for the last 10 years ha  ha  ha  you stupid fleabagger libtards will never learn will you    you fleabagger networks are losing viewership because of your made up news even other fleabaggers know the bullshlt you are up to they dont appreciate it 
3004,1,fake pic u hoe ass nigga 
3005,1,wife you are a vile racist bigot  
3006,1,really police wouldnt use tear gas on a white man wanted for counts of capital murder you are such a fool
3007,0,yaelah cow jaman skrng pamer kekayaanitu jg pnya ortu lo xblagusombongga levelmeningan orng biasa ja tp pnya hasil krja sndiri 
